Country,State,County,City,Gender,HS_Rank,HS_Class_Size,SType,IUPCollege,Program,HighestTest,GPA,Black,White,Asian,Hawaiian,Indian,Decision,FAFSA
,PA,Allegheny,Pittsburgh,M,,,N,HH,CRIM-HH,1120,3.09,N,Y,N,N,N,AD,N
,PA,Chester,Downingtown,F,,,N,HH,CRIM-HH,1000,2.74,N,Y,N,N,N,AD,N
,PA,Delaware,Upper Darby,F,,,N,HS,ENGL-WRST,860,1.9,Y,N,N,N,N,RJ,Y
,PA,Bucks,Holland,M,,,N,FA,THTR,1120,3.2,N,Y,N,N,N,AD,N
,PA,Montgomery,North Wales,F,,,N,BU,FIN,1090,2.61,N,N,N,N,N,AD,Y
,PA,Delaware,Media,F,,,N,HH,PESP-PATL,1410,4.01,N,Y,N,N,N,AD,Y
,PA,Bucks,Sellersville,F,177,555,N,NM,BIOL-PMED,1100,3.9,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,62,153,N,NM,PSYC,960,3.3,N,Y,N,N,N,AC,N
,PA,Lancaster,Manheim,F,113,231,N,HS,SPAN,950,2.99,N,Y,N,N,N,AC,Y
,PA,Blair,Hollidaysburg,F,101,278,N,NM,NASC-POPT,1050,3.9,N,Y,N,N,N,AD,N
,PA,Dauphin,Elizabethville,F,41,95,N,UC,EXPL-HHS,900,3.6,N,Y,N,N,N,AD,Y
,NJ,Warren,Stewartsville,F,95,395,N,NM,BIOC,,4.54,N,Y,N,N,N,AD,Y
,PA,Fayette,Farmington,F,141,169,N,HH,CRIM-HH,860,2.1,N,Y,N,N,N,RJ,Y
,PA,Lawrence,Ellwood City,F,,,N,AA,PUBH-BHMN,940,2.15,N,Y,N,N,N,RJ,N
,PA,Philadelphia,Philadelphia,F,10,70,N,HS,PLSC-PLAW,880,3.72,Y,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,M,,,N,BU,FIN,,3.5,Y,N,N,N,N,AD,Y
,PA,Luzerne,Dallas,F,,,N,HH,HOSP-AS,,,N,Y,N,N,N,,N
,PA,York,New Freedom,F,37,237,N,ED,ECSP,1180,4.19,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-PMED,1010,3.3,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,35,467,N,FA,THTR-MUTH,1000,3.36,Y,N,N,N,N,AW,Y
,PA,Washington,Eighty Four,F,40,90,N,HH,FSMR,970,2.76,N,Y,N,N,N,AD,N
,PA,Dauphin,Harrisburg,F,,,N,HH,CRIM-HH-PLAW,,2.38,N,N,N,N,N,,N
,PA,Allegheny,Pittsburgh,F,145,288,N,NM,BIOL-BS,810,2.87,N,Y,N,N,N,AD,Y
,PA,Lancaster,Quarryville,F,29,269,N,HS,ENGE,990,3.74,N,N,N,N,N,AD,N
,PA,Chester,Kennett Square,F,118,299,N,UC,EXPL-HHS,1010,3.47,N,N,N,N,N,AC,Y
,VA,Fairfax,Reston,F,,,N,BU,MGMT-ESBU,930,2.99,N,N,N,N,N,AP,Y
,PA,Westmoreland,Vandergrift,F,,,N,BU,MGMT-GNRL,,,N,Y,N,N,N,,N
,PA,Blair,Hollidaysburg,F,,,N,ED,SPLP,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-PVET,1170,3.75,N,N,N,N,N,AC,N
,PA,Lancaster,Lancaster,F,114,168,N,ED,ECED,1070,3.04,N,Y,N,N,N,AD,N
,PA,Clarion,Sligo,M,,,N,UC,EXPL,980,2.95,Y,Y,N,N,N,AD,Y
,PA,Westmoreland,Murrysville,F,,,N,HS,SPAE,1090,3.62,N,Y,N,N,N,AD,Y
,PA,Bucks,Perkasie,F,426,555,N,HS,PLSC-PLAW,1010,2.82,N,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,M,,,N,BU,MGMT-GNRL,1180,3.62,N,Y,N,N,N,AD,Y
,PA,Cumberland,Shiremanstown,F,96,286,N,HH,CRIM-HH,1180,3.7,N,Y,N,N,N,AC,Y
,PA,Cambria,Cresson,F,,,N,HS,SSED-HIST,860,3.1,N,Y,N,N,N,AD,Y
,PA,York,Manchester,F,65,272,N,HS,PLSC-PLAW,1210,4,Y,N,N,N,N,AD,N
,PA,Monroe,Stroudsburg,F,97,326,N,UC,EXPL-HHS,1030,3.7,N,Y,N,N,N,AD,Y
,PA,Centre,Boalsburg,F,,,N,HH,NURS,1080,3.52,N,Y,N,N,N,AP,Y
,PA,Berks,Reading,M,23,812,N,HS,PLSC-PLAW,1070,5.72,N,N,N,N,N,AC,Y
,PA,Allegheny,Pittsburgh,F,,,N,ED,GNSTU-AA,800,,Y,N,N,N,N,,Y
,NJ,Gloucester,Woolwich Township,F,207,419,N,NM,PSYC,1010,3.4,Y,N,N,N,N,AD,N
,PA,Mifflin,Lewistown,M,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Luzerne,West Pittston,F,75,178,N,ED,ECSP-URBN,900,3.3,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,HH,CRIM-HH,,3.7,N,N,N,N,N,AD,Y
,PA,Butler,Cranberry Township,M,,,N,HH,NURS,1120,3.64,N,Y,N,N,N,AP,Y
,PA,Mifflin,Mc Veytown,M,26,105,N,NM,ESPE,1080,3.8,N,Y,N,N,N,AD,N
,NC,New Hanover,Wilmington,M,,,N,HH,HOSP-AS,850,1.76,N,Y,N,N,N,RJ,N
,PA,Allegheny,North Versailles,F,23,110,N,NM,BIOL-BS,880,3.72,Y,N,N,N,N,AC,N
,PA,Huntingdon,Huntingdon,M,116,139,N,FA,ART-STUDIO,900,2.04,N,Y,N,N,N,RJ,N
,NJ,Burlington,Browns Mills,F,78,220,N,UC,EXPL,1010,4.04,Y,N,N,N,N,AD,N
,PA,Allegheny,West Mifflin,F,124,262,N,UC,EXPL-UC,870,2.36,Y,N,N,N,N,AD,N
,PA,Indiana,Indiana,M,,,N,ED,GNSTU-AA,,3.37,N,Y,N,N,N,,N
,PA,Schuylkill,Tower City,F,,,N,HH,HOSP-AS,,,Y,N,N,N,N,,N
,NC,Onslow,Jacksonville,F,,,N,HH,CRIM-HH,800,,N,Y,N,N,N,,N
,PA,Cambria,Johnstown,F,,,N,NM,PSYC,1080,4,N,Y,N,N,N,AP,Y
,PA,Bucks,Doylestown,F,,,N,NM,BIOL-BS,1230,4.29,N,Y,N,N,N,AD,Y
,PA,Blair,Altoona,M,382,502,N,HH,PESP-PATL,900,2.7,Y,N,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,PSYC,,,N,N,N,N,N,,N
,PA,Lancaster,Lancaster,M,273,346,N,BU,ACCT,920,2.17,Y,N,N,N,N,RJ,N
,PA,Westmoreland,Greensburg,F,201,432,N,ED,ECED,930,3.4,N,Y,N,N,N,AP,Y
,PA,Westmoreland,Seward,M,46,81,N,BU,ACCT,900,3.3,N,Y,N,N,N,AD,Y
,PA,Franklin,Waynesboro,F,55,309,N,HS,ITST,1000,3.69,Y,N,N,N,N,AC,Y
,PA,Bucks,Upper Black Eddy,F,85,160,N,UC,EXPL-HHS,,3.2,N,Y,N,N,N,,N
,OH,Ashtabula,Roaming Shores,M,73,123,N,NM,BIOL-BS,850,2.94,N,Y,N,N,N,AD,Y
,PA,Chester,Coatesville,F,362,470,N,AA,PUBH-BHMN,980,2,N,Y,N,N,N,RJ,N
,PA,Indiana,Penn Run,M,,,N,NM,COSC-SWEN,1150,3.6,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,PSYC,1040,3.5,Y,N,N,N,N,AD,Y
,PA,Somerset,Stoystown,F,21,83,N,NM,NASC-PPTH,1030,3.94,N,Y,N,N,N,AC,Y
,PA,Montgomery,Souderton,F,,,N,HS,SPAE,,4.3,N,Y,N,N,N,AC,N
,PA,Montgomery,Hatfield,F,,,N,NM,ENVE,1040,3.47,N,N,Y,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,NM,COSC-SWEN,,,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,,,N,UC,EXPL-UC,720,3.7,Y,N,N,N,N,AP,Y
,PA,Montgomery,Pottstown,F,,,N,ED,SPCE,1030,2.63,N,Y,N,N,Y,AD,N
,PA,Monroe,East Stroudsburg,M,293,330,N,BU,MGMT-GNRL,,2.11,N,N,N,N,N,,N
,PA,Allegheny,Verona,F,,,N,HH,NURS,1150,3.76,N,Y,N,N,N,AD,Y
,PA,Erie,Fairview,F,,,N,HH,NURS,1170,4.23,N,Y,N,N,N,AC,Y
,PA,Clearfield,Osceola Mills,F,38,126,N,HH,INDS,1010,3.5,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,AA,PUBH-ENOC,1040,3.06,Y,N,N,N,N,AC,N
,PA,Northampton,Nazareth,F,202,381,N,HS,ENGE,1140,2.9,N,Y,N,N,N,AC,Y
,PA,Lackawanna,Moosic,F,18,111,N,NM,BIOL-BS,1120,4,N,Y,N,N,N,AD,Y
,PA,Berks,Reading,M,116,305,N,BU,FIN,,3.5,N,Y,N,N,N,AC,Y
,PA,York,Dillsburg,F,16,241,N,ED,SPCE,1300,4,N,Y,N,N,N,AD,Y
,PA,Monroe,East Stroudsburg,F,,,N,NM,BIOL-PVET,,,N,Y,N,N,N,,N
,PA,Westmoreland,Vandergrift,M,216,292,N,HH,SHE,990,2.6,N,Y,N,N,N,PC,N
,PA,Crawford,Spartansburg,F,21,147,N,UC,EXPL,1030,3.58,N,Y,N,N,N,AC,N
,PA,Westmoreland,Trafford,M,,,N,BU,FIN,,,N,Y,N,N,N,,N
,PA,Allegheny,Pittsburgh,F,,,N,UC,EXPL-UC,800,2.67,Y,N,N,N,N,AC,Y
,PA,Lycoming,Jersey Shore,M,115,162,N,UC,EXPL-STEM,990,3.1,N,Y,N,N,N,AP,Y
,FL,Saint Johns,Ponte Vedra Beach,M,,,N,HH,IMAG-NMDT,1240,3.89,N,Y,Y,N,N,AD,Y
,PA,Delaware,Darby,F,64,135,N,HS,SOC,920,3.1,Y,N,N,N,N,AD,N
,PA,Allegheny,Coraopolis,M,,,N,HH,CRIM-HH,,2.83,N,Y,N,N,N,,Y
,VA,Loudoun,Ashburn,F,279,411,N,HH,INDS,,3.6,Y,N,N,N,N,AD,Y
,VA,Fauquier,Warrenton,F,,,N,HS,PLSC-PLAW,,3.89,N,Y,N,N,N,AC,N
,KY,Jefferson,Louisville,M,,,N,BU,MKTG,,,Y,N,N,N,N,,N
,PA,Delaware,Drexel Hill,F,,,N,HH,NURS,,3.7,N,Y,N,N,N,,N
,PA,Armstrong,Kittanning,F,100,134,N,NM,NASC-BS,850,2.54,N,Y,N,N,N,AC,Y
,PA,Montgomery,Norristown,M,136,354,N,NM,COSC-SWEN,960,2.87,Y,N,N,N,N,AC,N
,PA,Allegheny,Bethel Park,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,MD,Harford,Joppa,F,80,145,N,HH,CRIM-HH,740,2.21,Y,N,N,N,N,RJ,N
,OH,Medina,Medina,F,,,N,NM,BIOL-PMED,1080,,N,Y,N,N,N,,N
,PA,Lackawanna,Scott Township,F,,,N,NM,BIOL-PVET,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,HS,ENGL-WRST,1090,3.91,N,N,N,N,N,AP,Y
,PA,Indiana,Coral,F,,,N,HH,NURS,1120,4,N,Y,N,N,N,AP,Y
,PA,Washington,Bentleyville,F,1,90,N,NM,COSC-BA,1320,4.05,N,N,N,N,N,AC,Y
,PA,Washington,Bentleyville,F,,,N,NM,BIOL-PMED,1040,3.24,N,Y,N,N,N,AD,N
,PA,Pike,Hawley,M,72,289,N,HH,PESP-SPAD,1190,3.88,N,Y,N,N,N,PC,Y
,PA,Allegheny,Mc Kees Rocks,M,117,278,N,ED,BTED,830,3.08,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,710,2.53,N,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,HH,CRIM-HH,,1.51,N,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,59,116,N,UC,EXPL-UC,930,2.49,Y,N,N,N,N,AD,N
,PA,Allegheny,Clairton,M,270,272,N,BU,ACCT,,1.87,Y,N,N,N,N,,N
,PA,Northampton,Nazareth,F,,,T,HS,ENGL-PLAW,,,N,Y,N,N,N,,N
,PA,Chester,Atglen,F,75,175,N,HH,HOSP,1110,3.4,N,Y,N,N,N,AC,Y
,PA,Chester,Avondale,F,69,299,N,HS,ENGL-PLAW,1390,3.82,N,N,N,N,N,AC,N
,PA,Indiana,Clymer,F,87,99,N,UC,EXPL-UC,1020,2.34,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,28,97,N,UC,EXPL-BU,780,3.26,Y,N,N,N,N,AD,N
,PA,Cumberland,Carlisle,F,51,163,N,UC,EXPL-EDU,1150,3.7,N,Y,N,N,N,AD,N
,PA,Schuylkill,Shenandoah,M,16,79,N,HS,ENGE,1010,3.9,N,Y,N,N,N,AD,Y
,PA,Westmoreland,Murrysville,M,,,N,NM,BIOL-PMED,1140,3.18,N,Y,N,N,N,AD,N
,PA,York,York,F,274,356,N,NM,BIOL-PMED,800,2,Y,Y,N,N,N,RJ,Y
,PA,Westmoreland,New Florence,F,80,138,N,BU,HRMG,1060,3.02,N,Y,N,N,N,AD,Y
,PA,Bradford,Monroeton,F,32,132,N,BU,FIN,960,3.7,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,M,,,N,ED,BTED,890,3.32,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,38,125,N,NM,NASC-PPTH,1050,4.17,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,F,14,89,N,UC,EXPL-HHS,820,3.15,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,HH,NURS,,,Y,N,N,N,N,,N
,PA,Allegheny,Brentwood,F,27,81,N,HH,CRIM-HH-PLAW,950,3.46,N,Y,N,N,N,AP,Y
,PA,Westmoreland,Manor,M,216,319,N,HH,CRIM-HH,1150,3.23,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,NUTN-CULD,660,,Y,N,N,Y,N,,N
,PA,Bucks,Bristol,F,151,329,N,UC,EXPL-UC,830,2.5,Y,N,N,N,N,AD,Y
,PA,Luzerne,Lattimer Mines,F,99,782,N,NM,CHEM-BS,1210,4,N,Y,N,N,N,AD,N
,PA,York,New Freedom,F,208,237,N,HS,SSED-HIST,1080,2.15,N,Y,N,N,N,RJ,Y
,PA,Lackawanna,Spring Brook Township,F,39,240,N,UC,EXPL-HSS,1240,3.84,N,Y,N,N,N,AD,Y
,PA,Cumberland,Mechanicsburg,F,196,596,N,NM,BIOL-PMED,1050,4,N,Y,N,N,N,AP,Y
,PA,Lancaster,Lancaster,M,74,346,N,HS,ECON-PLAW,1160,3.67,N,Y,N,N,N,AC,N
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-STEM,1000,3.08,N,Y,N,N,N,AC,Y
,PA,Delaware,Lansdowne,M,17,102,N,ED,COMM-MDMK,1010,4.5,Y,N,N,N,N,AD,Y
,PA,Montgomery,Lansdale,F,412,1093,N,FA,THTR,1090,4.8,Y,N,N,N,N,AP,Y
,PA,Delaware,Lansdowne,F,10,339,N,NM,BIOL-PMED,930,4.11,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,CRIM-HH-PLAW,1050,3.76,Y,N,N,N,N,AD,Y
,DC,District Of Columbia,Washington,F,54,109,N,BU,MKTG,1090,3.33,Y,N,N,N,N,AD,Y
,PA,Cambria,Johnstown,F,21,103,N,ED,COMM-PROD,1310,4,N,Y,N,N,N,AC,Y
,PA,Lawrence,New Castle,M,50,152,N,HH,MEDT,860,3.69,N,Y,N,N,N,AD,Y
,PA,Lancaster,Denver,M,6,258,N,FA,MUPF-BFA,1430,3.97,N,Y,N,N,N,AD,Y
,PA,Chester,West Grove,F,234,440,N,ED,ECSP,950,3.39,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,BU,MGMT-GNRL,930,2.5,Y,N,N,N,N,AD,Y
,MD,Baltimore,Randallstown,F,29,233,N,NM,BIOL-PMED,1090,3.71,Y,N,N,N,N,AD,Y
,VA,Loudoun,South Riding,M,337,461,N,UC,EXPL,1160,3.28,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,PHYS-BS,950,2.8,Y,N,N,N,N,AD,N
,PA,Armstrong,Kittanning,M,23,135,N,NM,COSC-CYBR,1140,3.36,N,Y,N,N,N,AD,Y
,MD,Prince Georges,Bladensburg,M,,,N,HH,PESP-PATL,980,2.67,Y,N,N,N,N,AD,Y
,PA,Lehigh,Allentown,F,,,N,NM,BIOL-BS,880,3.42,N,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,760,2.8,Y,N,N,N,N,AP,Y
,PA,Lycoming,Williamsport,F,121,365,N,NM,BIOL-CMBI,1090,2.8,N,Y,N,N,Y,AC,Y
,PA,Armstrong,Parker,M,9,58,N,FA,MUED,1170,4,N,Y,N,N,N,AP,Y
,PA,Westmoreland,Jeannette,F,142,320,N,HS,ENGE,1160,3.65,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,72,471,N,ED,COMM-PROD,810,3.1,N,N,N,N,N,AP,Y
,PA,Allegheny,Sewickley,F,,,N,HH,FSMR,910,2.63,N,Y,N,N,N,AC,Y
,PA,Allegheny,Pittsburgh,M,311,347,N,UC,EXPL-HHS,,2.4,N,Y,N,N,N,AD,N
,PA,York,York,F,167,446,N,HH,NURS,1070,3.5,N,Y,N,N,N,AD,N
,PA,Pike,Hawley,M,131,274,N,HH,PESP-SPAD,1170,3.36,N,Y,N,N,N,AC,Y
,PA,York,York,F,,,N,HH,HOSP-AS,,,N,N,N,N,N,,N
,PA,Elk,Saint Marys,F,56,144,N,NM,BIOL-ECEB,950,3.7,N,Y,N,N,N,AC,N
,PA,Adams,York Springs,F,17,168,N,NM,BIOL-PMED,1110,4,N,N,N,N,N,AC,Y
,PA,Adams,Fairfield,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Luzerne,Wapwallopen,F,63,185,N,HH,MEDT,,3.5,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,M,245,347,N,HH,PESP-EXSC,930,2.98,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,NURS,790,1.9,Y,N,N,N,N,RJ,N
,PA,Lancaster,Lancaster,F,202,603,N,HH,HOSP-AS,1030,3.05,N,N,N,N,N,AC,N
,PA,Berks,Reading,F,55,294,N,NM,CHEM-BS,1040,3.91,N,N,N,N,N,AD,Y
,PA,Clearfield,Du Bois,M,20,220,N,NM,ENVE,1350,4,N,Y,N,N,N,AD,Y
,PA,Montgomery,Harleysville,M,,,N,HS,SSED-HIST,1090,4.5,N,Y,Y,N,N,AD,Y
,PA,Westmoreland,Vandergrift,F,111,290,N,HH,NUTN-DIET,990,3.6,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,HH,NURS,1120,3.3,N,Y,N,N,N,AP,Y
,PA,Venango,Franklin,F,44,82,N,UC,EXPL-UC,770,2.91,N,Y,N,N,N,AD,N
,PA,Allegheny,Wexford,F,,,N,UC,EXPL-BU,1010,2.73,N,Y,N,N,N,AC,Y
,PA,Allegheny,Mc Kees Rocks,F,42,222,N,HH,NURS,1110,4.19,N,Y,N,N,N,AP,Y
,PA,Northumberland,Dalmatia,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Centre,Port Matilda,F,,,N,UC,EXPL,1150,3.92,N,Y,N,N,N,AD,Y
,PA,Montgomery,Lansdale,F,,,N,HS,PHIL-PLAW,,,Y,N,N,N,N,,N
,PA,Blair,Altoona,F,,,N,HH,CRIM-HH,900,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,BU,INTB,890,3.19,N,N,N,N,N,AC,Y
,PA,Centre,Philipsburg,M,96,117,N,UC,EXPL-UC,790,2.4,N,Y,N,N,N,AD,Y
,PA,Allegheny,Mc Kees Rocks,M,,,N,HH,PESP-EXSC,920,2.98,Y,N,N,N,N,AD,Y
,PA,Westmoreland,Export,F,,,N,HH,NURS,1110,3.44,N,Y,N,N,N,AD,Y
,PA,Butler,Cranberry Twp,M,,,N,HS,GEOG-GISC,1110,3.68,N,Y,N,N,N,AP,Y
,MD,Carroll,Finksburg,F,,,N,HH,INDS,970,3.33,N,Y,N,N,N,AC,Y
,PA,Allegheny,Pittsburgh,M,,,N,HS,ENGL-LTCL,1180,3.32,N,Y,N,N,N,AD,Y
,PA,Montgomery,Gilbertsville,M,,,N,NM,GEOL,890,3.16,N,Y,N,N,N,AP,Y
,PA,Northampton,Mount Bethel,F,20,228,N,NM,BIOL-BS,1150,4,N,Y,N,N,N,AC,N
,PA,Clarion,Marble,M,14,67,N,NM,CHEM-PMED-BS,1110,3.8,N,Y,N,N,N,AC,N
,PA,Philadelphia,Philadelphia,M,82,116,N,FA,THTR,930,2.06,Y,N,N,N,N,RJ,N
,PA,Montgomery,Schwenksville,F,476,586,N,NM,BIOL-PMED,1070,2.7,N,Y,N,N,N,AD,N
,PA,Lancaster,Lancaster,F,67,603,N,HH,NURS,1080,3.96,N,N,N,N,N,AD,Y
,PA,Indiana,Indiana,M,115,201,N,HH,PESP-SPAD,1060,3.24,N,Y,N,N,N,AC,Y
,PA,Lawrence,New Castle,M,46,81,N,NM,PHYS-PENG,1110,3.27,N,Y,N,N,N,AD,Y
,PA,Delaware,Springfield,M,180,277,N,BU,MKTG,1110,3.1,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,HH,CRIM-HH,1050,2.95,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,PHYS-PENG,1250,3.1,Y,N,N,N,N,AC,Y
,PA,Chester,Chester Springs,F,,,N,HH,NURS,1130,,N,Y,N,N,N,,N
,PA,Lehigh,Allentown,F,6,81,N,NM,BIOL-BS,1060,3.94,N,N,N,N,N,AD,N
,PA,Allegheny,Natrona Heights,M,,,N,ED,COMM-PROD,1130,3.95,N,Y,N,N,N,AC,Y
,PA,Montour,Danville,F,2,142,N,HH,NURS,1040,4,Y,Y,N,N,N,AP,Y
,PA,Bradford,Sayre,F,13,82,N,NM,BIOL-CMBI,1240,3.44,N,Y,N,N,N,AC,N
,PA,Somerset,Hooversville,F,,,N,HH,NURS,1300,4,N,Y,N,N,N,PC,Y
,PA,Blair,Altoona,M,149,502,N,HH,HOSP-AS,1160,3.5,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,HS,SOC-HMSV,710,,Y,N,N,N,N,,Y
,PA,Warren,Russell,M,,,N,NM,NASC-PPTH,1160,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,,,N,HS,PLSC-PLAW,1160,3.6,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-PMED,980,3.76,Y,N,N,N,N,AC,Y
,PA,Chester,West Grove,M,391,440,N,UC,EXPL-UC,1040,2.49,N,Y,N,N,N,AD,N
,PA,Centre,Port Matilda,F,,,N,UC,EXPL,970,2.97,N,Y,N,N,N,AC,Y
,PA,Chester,Chester Springs,M,,,N,UC,EXPL-UC,1080,2.1,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,M,,,N,ED,BTED,720,2.15,N,N,N,N,N,RJ,N
,PA,Dauphin,Harrisburg,F,113,300,N,HS,JRNL,870,4,Y,N,N,N,N,AD,N
,PA,York,Dillsburg,M,123,228,N,HH,PESP-SPAD,1060,3.7,N,Y,N,N,N,AP,Y
,PA,Dauphin,Hershey,M,123,223,N,NM,COSC-BA,1070,2.8,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,800,2.44,Y,N,Y,N,N,AD,Y
,PA,Allegheny,Clairton,F,,,N,ED,GNSTU-AA,,,Y,N,N,N,N,,Y
,PA,Allegheny,East Pittsburgh,F,75,262,N,HH,FSMR,870,2.91,Y,N,N,N,N,AD,Y
,PA,Allegheny,West Mifflin,M,167,242,N,UC,EXPL-UC,970,2.36,N,Y,N,N,N,AD,Y
,PA,Cambria,Ebensburg,M,85,126,N,HS,SSED-HIST,880,3.1,N,Y,N,N,N,AP,Y
,PA,Cumberland,Carlisle,F,126,313,N,ED,ECED,1080,3.48,Y,Y,N,N,N,AD,N
,PA,Delaware,Upper Darby,F,,,N,BU,MKTG,,,Y,N,N,N,N,,N
,PA,Allegheny,Pittsburgh,M,140,262,N,UC,EXPL-UC,1150,2.22,N,Y,N,N,N,AD,Y
,PA,Allegheny,Mc Kees Rocks,M,,,N,BU,MKTG,910,2.71,Y,N,N,N,N,AD,N
,MD,Baltimore City,Baltimore,F,,,N,HH,NURS,,,Y,N,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,NASC-BS,,,Y,N,N,N,N,,N
,PA,Fayette,Uniontown,M,96,207,N,UC,EXPL-BU,,3.51,N,Y,N,N,N,AD,N
,PA,Westmoreland,Export,M,204,306,T,BU,MKTG,,3.23,N,Y,N,N,N,AP,Y
,PA,Chester,Glenmoore,M,,,N,ED,COMM-PROD,1180,3.07,N,Y,N,N,N,PC,Y
,PA,Sullivan,Laporte,F,11,50,N,NM,PSYC,1250,3.9,N,Y,N,N,N,AD,N
,PA,Fayette,Hopwood,F,54,207,N,HH,CRIM-HH,1080,3.94,N,Y,N,N,N,AD,Y
,PA,Allegheny,Imperial,F,,,N,HH,CRIM-HH,1040,3.61,N,Y,N,N,N,AD,Y
,PA,Westmoreland,Ardara,F,92,392,T,NM,PSYC,,3.64,N,N,N,N,N,AD,N
JM,,,Kingston,F,,,N,NM,COSC-CYBR,,,Y,N,N,N,N,,N
,PA,Delaware,Havertown,F,,,N,UC,EXPL-EDU,,3.03,N,Y,N,N,N,AD,Y
,PA,Schuylkill,Hegins,F,,,N,ED,ECSP,,,N,Y,N,N,N,,N
,PA,Westmoreland,Latrobe,F,25,308,N,NM,BIOL-PVET,1280,4.09,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,79,307,N,NM,BIOL-PMED,1160,3.8,Y,N,N,N,N,AC,N
,PA,Washington,Canonsburg,F,224,376,N,HS,ENGE,900,3.3,N,Y,N,N,N,AC,N
,AP,Military - Pacific,APO,M,,,N,HS,ASIA,,,N,N,Y,N,N,,N
,PA,Allegheny,Coraopolis,M,,,N,BU,MKTG,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,,,N,BU,ACCT,930,3.34,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,M,,,N,UC,EXPL-UC,790,2.27,Y,N,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,M,155,265,N,HH,CRIM-HH,,2.67,N,N,Y,Y,N,AD,Y
,PA,Pike,Bushkill,F,,,N,HH,NURS,,4.03,Y,Y,N,N,Y,,N
,PA,Philadelphia,Philadelphia,F,42,97,N,NM,CHEM-BS,1050,3.09,N,Y,N,N,N,AD,N
,PA,Allegheny,Elizabeth,M,,,N,NM,CHEM-BS,1210,4.24,N,Y,N,N,N,AP,Y
,PA,Westmoreland,New Kensington,F,46,142,N,UC,EXPL,1180,3.68,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,FA,ARED,890,3.52,Y,N,N,N,N,AD,N
